Bathrooms,Bedrooms2,Date Created,Builder2,Floor,Furnished Status,Price2,Project Name,Property Type,Verified,Brand New,User Type,Prop ID2
2,2,20210628,Lucid Constructions,5,Furnished,5050000,Lucid Maruti Homes,Apartment,,Resale,Owner,domcache_srp_44521405
5,5,20210629,,1,Semi-Furnished,14000000,,Residential House,,Resale,Owner,domcache_srp_52146163
3,3,20210612,,5,Semi-Furnished,4900000,,Penthouse,,Resale,Owner,domcache_srp_55401823
3,3,20210727,,2,Semi-Furnished,12000000,,Apartment,,New Property,Owner,domcache_srp_56145117
2,2,20210629,SMR Holdings,7,Semi-Furnished,9900000,SMR Vinay Fountainhead,Apartment,,Resale,Owner,domcache_srp_52681265
2,3,20210728,Hallmark Builders,12,Furnished,13000000,Hallmark Vicinia,Apartment,,Resale,Owner,domcache_srp_56156021
2,2,20210617,,2,Unfurnished,8000000,,Apartment,,Resale,Owner,domcache_srp_50651810
3,3,20210703,,1,Unfurnished,8500000,,Residential House,,Resale,Owner,domcache_srp_52902511
2,2,20210502,,Ground,Furnished,5200000,,Apartment,,Resale,Owner,domcache_srp_47974893
2,2,20210702,,2,Unfurnished,5700000,,Apartment,,Resale,Owner,domcache_srp_51460414
2,2,20210724,,1,Furnished,6500000,,Apartment,,New Property,Owner,domcache_srp_56105781
3,2,20210617,,,Furnished,6500000,,Villa,,Resale,Owner,domcache_srp_55469207
2,2,20210704,VRR Constructions & Developers,2,Semi-Furnished,4450000,VRR Enclave,Apartment,,Resale,Owner,domcache_srp_49943028
1,2,20210426,,1,Unfurnished,8000000,,Residential House,,Resale,Owner,domcache_srp_49671810
2,1,20210722,Saket Group,4,Unfurnished,4600000,Saket Pranamam,Apartment,,Resale,Owner,domcache_srp_54966285
4,4,20210621,,2,Unfurnished,7500000,,Residential House,,Resale,Owner,domcache_srp_55133013
3,3,20210525,SMR Holdings,12,Semi-Furnished,12000000,SMR Vinay Harmony County,Apartment,,Resale,Owner,domcache_srp_48056583
3,1,20210621,,Ground,Unfurnished,9000000,,Residential House,,Resale,Owner,domcache_srp_52703505
3,3,20210625,Aliens Group,2,Unfurnished,14000000,Aliens Fast Track,Apartment,,Resale,Owner,domcache_srp_53922905
3,3,20210524,,3,Semi-Furnished,6300000,,Apartment,,New Property,Owner,domcache_srp_55177077
2,2,20210715,Aparna Constructions and Estates Pvt. Ltd.,1,Unfurnished,13165680,Aparna Serene Park,Apartment,,Resale,Owner,domcache_srp_55927997
3,3,20210715,EVK Projects Pvt Ltd. ,1,Semi-Furnished,4420000,EVK Avasa,Apartment,,Resale,Owner,domcache_srp_55943421
3,3,20210604,,1,Unfurnished,10175000,,Apartment,,Resale,Owner,domcache_srp_55282815
2,2,20210727,,1,Semi-Furnished,5430000,,Apartment,,Resale,Owner,domcache_srp_56140591
2,2,20210510,LandIndia Developers Pvt. Ltd.,2,Unfurnished,7300000,Anjali Garden,Apartment,,Resale,Owner,domcache_srp_52851081
2,2,20210421,,2,Unfurnished,12000000,,Residential House,,Resale,Owner,domcache_srp_52821643
2,2,20210713,,Ground,Semi-Furnished,3000000,,Apartment,,Resale,Owner,domcache_srp_55890761
3,2,20210707,Sukhibhava Properties,,Furnished,7000000,Tharaka Enclave,Residential House,,Resale,Owner,domcache_srp_55784191
2,2,20210705,,1,Unfurnished,4500000,,Apartment,,Resale,Owner,domcache_srp_55753243
2,2,20210704,,5,Unfurnished,4500000,,Apartment,,Resale,Owner,domcache_srp_55714183
2,2,20210809,,1,Unfurnished,5700000,,Apartment,,Resale,Owner,domcache_srp_55837525
2,2,20210811,Vertex Group,5,Furnished,7600000,Vertex Pleasant,Apartment,,Resale,Owner,domcache_srp_55716331
2,3,20210726,,4,Unfurnished,11700000,,Apartment,,Resale,Owner,domcache_srp_55619059
2,2,20210711,,2,Unfurnished,4300000,,Apartment,,Resale,Owner,domcache_srp_55859137
2,2,20210808,Amulya Constructions,Ground,Semi-Furnished,6800000,Amulya Fortune,Apartment,,Resale,Owner,domcache_srp_53920823
2,2,20210713,,5,Unfurnished,6750000,,Apartment,,Resale,Owner,domcache_srp_52935383
3,3,20210714,,2,Unfurnished,8000000,,Apartment,,Resale,Owner,domcache_srp_54337347
2,2,20210711,,2,Unfurnished,6000000,,Apartment,,New Property,Owner,domcache_srp_54892405
2,2,20210630,,3,Unfurnished,4500000,,Apartment,,Resale,Owner,domcache_srp_55676399
3,4,20210818,,Ground,Unfurnished,12500000,,Residential House,,New Property,Agent,domcache_srp_55458439
3,3,20210714,,,Unfurnished,9176000,Riddhis Grandeur,Apartment,,New Property,Builder,domcache_srp_51029764
2,2,20210701,GKRS Properties LLP,,Unfurnished,6799500,GKRS Bliss I,Apartment,,New Property,Builder,domcache_srp_53738051
2,3,20210814,Splendeur Projects,,Unfurnished,7491000,Shweta Shubham,Apartment,,New Property,Builder,domcache_srp_56082737
3,3,20210810,GHR Infra,,Unfurnished,12200000,Titania,Apartment,,New Property,Builder,domcache_srp_48931691
3,3,20210803,Rajapushpa Properties Pvt. Ltd.,,Unfurnished,13531980,Rajapushpa Provincia,Apartment,,New Property,Builder,domcache_srp_54929139
4,4,20210817,NR Infra,,Unfurnished,10500000,NR Infra Ultimus,Residential House,,New Property,Builder,domcache_srp_56076441
2,3,20210818,Hirize Projects,,Unfurnished,9282000,Rich Park,Apartment,,New Property,Builder,domcache_srp_50542986
3,3,20210804,Kranthi Properties,,Semi-Furnished,8775000,Theme Projects,Apartment,,New Property,Agent,domcache_srp_56254055
2,2,20210817,Nikhila Constructions and Developers,6,Semi-Furnished,5325006,Vivanta Central Court,Apartment,,New Property,Agent,domcache_srp_53308651
2,2,20210818,Super Homes Constructions,2,Semi-Furnished,7770600,Abhirama Super Homes,Apartment,,New Property,Builder,domcache_srp_55561637
2,2,20210816,,4,Unfurnished,5416710,,Apartment,,New Property,Builder,domcache_srp_55542059
2,2,20210814,Kotech Projects,,Unfurnished,4672200,Kotechs Signature,Apartment,,New Property,Builder,domcache_srp_55665267
3,3,20210802,Pallavi Developers,,Unfurnished,8963207,Pallavi Gardenia,Apartment,,New Property,Builder,domcache_srp_55830469
3,3,20210813,GoldenKey Ventures Pvt Ltd,,Unfurnished,6900000,Goldenkey Krishi,Apartment,,New Property,Builder,domcache_srp_56425283
2,2,20210816,,4,Unfurnished,4213000,,Apartment,,New Property,Agent,domcache_srp_55377565
2,2,20210817,,2,Unfurnished,6000000,,Apartment,,New Property,Agent,domcache_srp_52067163
2,2,20210817,,5,Unfurnished,5650000,,Apartment,,New Property,Agent,domcache_srp_56345535
2,2,20210816,,4,Unfurnished,5500000,,Apartment,,New Property,Agent,domcache_srp_55430563
3,3,20210817,Signature Avenues,2,Unfurnished,7245000,Signature Altius,Apartment,,New Property,Agent,domcache_srp_38029273
2,2,20210818,Ramky Estates & Farms Limited,,Unfurnished,10200000,Ramky One Galaxia,Apartment,,New Property,Agent,domcache_srp_38053697
2,3,20210818,Ramky Estates & Farms Limited,9,Unfurnished,10950000,Ramky One Galaxia Phase 2,Apartment,,New Property,Agent,domcache_srp_55294899
2,2,20210817,,3,Unfurnished,4235000,,Apartment,,New Property,Agent,domcache_srp_39239317
3,3,20210817,,2,Unfurnished,6543600,,Apartment,,New Property,Agent,domcache_srp_55671013
2,2,20210816,,2,Unfurnished,3800000,,Builder Floor Apartment,,New Property,Agent,domcache_srp_55285231
2,2,20210818,,10,Unfurnished,6500000,,Apartment,,New Property,Agent,domcache_srp_55954137
3,3,20210818,,1,Unfurnished,5254200,,Apartment,,New Property,Agent,domcache_srp_51718333
3,3,20210817,,,Unfurnished,14000000,,Villa,,New Property,Agent,domcache_srp_55871517
3,4,20210816,Urbanrise,12,Unfurnished,10509000,Codename Talk of Hyderabad,Apartment,,New Property,Agent,domcache_srp_56086099
2,2,20210816,,4,Unfurnished,4972500,,Apartment,,New Property,Agent,domcache_srp_54932635
3,3,20210816,,1,Semi-Furnished,9684000,,Apartment,,New Property,Agent,domcache_srp_56496557
3,3,20210817,,14,Unfurnished,14386125,,Apartment,,New Property,Agent,domcache_srp_56098783
2,2,20210817,,2,Unfurnished,7100000,,Apartment,,New Property,Agent,domcache_srp_55140349
3,3,20210818,,4,Unfurnished,14200000,,Apartment,,New Property,Agent,domcache_srp_55024557
3,3,20210817,,3,Unfurnished,8500000,,Apartment,,New Property,Agent,domcache_srp_54210529
2,2,20210817,,1,Unfurnished,6500000,,Apartment,,New Property,Agent,domcache_srp_52861317
3,2,20210817,,3,Unfurnished,7200000,,Apartment,,Resale,Agent,domcache_srp_55930117
3,3,20210816,,7,Unfurnished,4987500,,Apartment,,New Property,Agent,domcache_srp_55812701
2,2,20210816,,3,Unfurnished,2860000,,Apartment,,New Property,Agent,domcache_srp_52233213
2,2,20210817,Jaya Group,5,Unfurnished,4082979,Hillton,Apartment,,New Property,Agent,domcache_srp_53664535
2,2,20210816,,3,Semi-Furnished,4229550,,Apartment,,New Property,Agent,domcache_srp_55029809
3,3,20210817,,6,Unfurnished,12489370,,Apartment,,New Property,Agent,domcache_srp_54587541
3,3,20210816,,10,Semi-Furnished,5982000,,Apartment,,New Property,Agent,domcache_srp_55041689
2,3,20210817,Urbanrise,14,Unfurnished,7034247,Codename Talk of Hyderabad,Apartment,,New Property,Agent,domcache_srp_56300821
3,3,20210816,,22,Unfurnished,8018000,,Apartment,,New Property,Agent,domcache_srp_56135755
3,3,20210817,,,Unfurnished,6000000,,Villa,,New Property,Agent,domcache_srp_56040795
3,3,20210816,,4,Unfurnished,12240002,,Apartment,,New Property,Agent,domcache_srp_56386497
2,2,20210817,Urbanrise,5,Unfurnished,4222800,Spring Is In The Air,Apartment,,New Property,Agent,domcache_srp_54845053
3,3,20210816,Pacifica Companies,6,Unfurnished,11000000,Pacifica Hillcrest,Apartment,,New Property,Agent,domcache_srp_56087569
3,3,20210816,,4,Unfurnished,13967240,,Apartment,,New Property,Agent,domcache_srp_55707213
3,3,20210816,,3,Unfurnished,8794000,,Apartment,,New Property,Agent,domcache_srp_55758371
2,2,20210818,BhuvanTeza Infrastructures LLP,1,Semi-Furnished,3328000,Aura,Apartment,,New Property,Agent,domcache_srp_56333943
2,2,20210818,,4,Unfurnished,3200000,,Apartment,,New Property,Agent,domcache_srp_55600495
2,2,20210818,,1,Unfurnished,6786000,,Apartment,,New Property,Agent,domcache_srp_55946151
2,3,20210817,Aliens Developers Pvt Ltd,16,Unfurnished,8500000,Aliens Space Station 1 Cassini,Apartment,,New Property,Agent,domcache_srp_55027265
3,3,20210816,,12,Unfurnished,5835000,,Apartment,,New Property,Agent,domcache_srp_55609981
2,2,20210701,Akshita Infra,,Unfurnished,6175000,Akshita Heights Four,Apartment,,New Property,Builder,domcache_srp_55666449
3,3,20210709,Vijetha Group,,Unfurnished,7938000,Tranquil East,Apartment,,New Property,Builder,domcache_srp_55518665
2,2,20210706,RR Builders,,Unfurnished,7163000,RR Signature,Apartment,,New Property,Builder,domcache_srp_44872511
3,3,20210817,,9,Semi-Furnished,4715800,,Apartment,,New Property,Agent,domcache_srp_54214589
3,3,20210817,,1,Unfurnished,13466000,,Penthouse,,New Property,Agent,domcache_srp_54713699
3,3,20210816,,,Unfurnished,12000000,,Villa,,New Property,Agent,domcache_srp_54988483
2,2,20210816,Madhu Infrastructure Pvt. Ltd.,4,Unfurnished,7956260,Park Ville,Apartment,,New Property,Agent,domcache_srp_56128349
2,2,20210817,,4,Unfurnished,5876000,,Apartment,,New Property,Agent,domcache_srp_55933285
3,3,20210817,,,Semi-Furnished,10700000,,Villa,,New Property,Agent,domcache_srp_56200739
2,2,20210817,Sanvi Infra Projects Pvt. Ltd.,4,Semi-Furnished,7033221,Sanvi High Rise Apartments,Apartment,,New Property,Agent,domcache_srp_56195657
3,3,20210816,Jaya Group,3,Unfurnished,6209000,Hillton,Apartment,,New Property,Agent,domcache_srp_55918465
3,2,20210817,,Ground,Unfurnished,3800000,,Residential House,,New Property,Agent,domcache_srp_55581473
1,1,20210817,MPH Developers,5,Unfurnished,2062000,Aspira And Wondur,Apartment,,New Property,Agent,domcache_srp_54011641
3,3,20210817,,Lower Basement,Unfurnished,4480000,,Apartment,,New Property,Agent,domcache_srp_54973915
2,2,20210817,Bharathi Constructions,2,Unfurnished,4500000,Bharathi Aavaas,Apartment,,New Property,Agent,domcache_srp_54764003
2,2,20210818,Provident Housing Ltd.,5,Unfurnished,6200000,Provident Kenworth,Apartment,,New Property,Agent,domcache_srp_56219935
3,3,20210818,,Ground,Semi-Furnished,9440000,,Apartment,,New Property,Agent,domcache_srp_56371495
2,2,20210818,,6,Semi-Furnished,5277800,,Apartment,,New Property,Agent,domcache_srp_56067601
2,2,20210817,,3,Semi-Furnished,5640000,,Apartment,,New Property,Agent,domcache_srp_56477443
3,3,20210818,,1,Semi-Furnished,6750000,,Apartment,,New Property,Agent,domcache_srp_56276315
3,3,20210818,,1,Semi-Furnished,5162500,Tulasi Lake Front,Apartment,,New Property,Agent,domcache_srp_55687855
3,3,20210817,,10,Unfurnished,11800000,,Apartment,,New Property,Agent,domcache_srp_52092051
2,2,20210817,Tranquillo Projects and Holdings Pvt. Ltd.,4,Unfurnished,3500000,MPR Urban City,Apartment,,New Property,Agent,domcache_srp_54141159
2,3,20210817,,16,Unfurnished,3500000,,Apartment,,New Property,Agent,domcache_srp_54266993
2,2,20210817,,3,Unfurnished,3200000,Aaradhya Aavas,Apartment,,New Property,Agent,domcache_srp_54100091
3,3,20210816,Sri Aditya Homes Pvt. Ltd.,7,Unfurnished,12690750,Aditya Athena,Apartment,,New Property,Agent,domcache_srp_53546807
2,2,20210816,,2,Unfurnished,5275000,,Apartment,,New Property,Agent,domcache_srp_54085361
3,3,20210816,,,Unfurnished,12100000,venice city,Villa,,New Property,Agent,domcache_srp_53904045
2,2,20210816,,4,Unfurnished,5800000,,Apartment,,New Property,Agent,domcache_srp_53845525
2,2,20210816,,2,Unfurnished,4770000,,Apartment,,New Property,Agent,domcache_srp_48984353
2,2,20210816,,2,Semi-Furnished,9500000,,Apartment,,New Property,Agent,domcache_srp_47260699
4,3,20210817,,1,Unfurnished,13000000,,Apartment,,New Property,Agent,domcache_srp_54922191
3,3,20210816,,3,Unfurnished,12000000,,Apartment,,New Property,Agent,domcache_srp_54989211
2,2,20210817,,3,Unfurnished,7340450,,Apartment,,New Property,Agent,domcache_srp_56192835
3,3,20210816,,10,Unfurnished,8723255,,Apartment,,New Property,Agent,domcache_srp_56180311
3,3,20210817,,6,Unfurnished,12647700,,Apartment,,New Property,Agent,domcache_srp_55983097
3,3,20210817,,2,Unfurnished,5180000,,Apartment,,New Property,Agent,domcache_srp_55938767
2,2,20210817,,,Unfurnished,5270000,,Residential House,,New Property,Agent,domcache_srp_56036775
3,3,20210816,,,Unfurnished,14300000,,Apartment,,New Property,Agent,domcache_srp_56388359
2,2,20210816,,2,Semi-Furnished,3000000,,Apartment,,New Property,Agent,domcache_srp_56354817
3,3,20210816,,Ground,Unfurnished,7365395,,Apartment,,New Property,Agent,domcache_srp_56191451
3,3,20210816,Swaraj Homes Builders & Developer,1,Semi-Furnished,14000000,Stand Alone Apartment,Apartment,,New Property,Agent,domcache_srp_56231477
2,3,20210817,,6,Furnished,7195500,,Apartment,,New Property,Agent,domcache_srp_55716681
3,3,20210817,,Upper Basement,Unfurnished,3335000,,Apartment,,New Property,Agent,domcache_srp_55821355
4,4,20210816,,,Unfurnished,12200000,,Residential House,,New Property,Agent,domcache_srp_56347925
2,2,20210816,Hallmark Builders,8,Unfurnished,7375000,Hallmark Sunnyside,Apartment,,New Property,Agent,domcache_srp_54487113
3,3,20210817,,4,Unfurnished,7672500,,Apartment,,New Property,Agent,domcache_srp_55488677
1,,20210818,,Upper Basement,Unfurnished,1900000,,Studio Apartment,,New Property,Agent,domcache_srp_54745019
2,3,20210818,Sahiti Constructions,5,Unfurnished,5652500,Sahiti Sarvani Elite,Apartment,,New Property,Agent,domcache_srp_56214773
3,3,20210818,,,Unfurnished,13500000,,Villa,,New Property,Agent,domcache_srp_55217345
3,3,20210818,Legend Estates Pvt. Ltd.,4,Unfurnished,9164000,Kondapur,Apartment,,New Property,Agent,domcache_srp_55995653
2,3,20210818,,5,Unfurnished,5100000,,Apartment,,New Property,Agent,domcache_srp_55365213
2,2,20210818,,2,Unfurnished,4535000,,Apartment,,New Property,Agent,domcache_srp_55597565
2,2,20210818,,5,Unfurnished,4167400,,Apartment,,New Property,Agent,domcache_srp_54469187
3,3,20210817,,Lower Basement,Unfurnished,10951000,,Apartment,,New Property,Agent,domcache_srp_54323127
3,3,20210817,,2,Unfurnished,3218600,,Apartment,,New Property,Agent,domcache_srp_54714335
3,3,20210817,Prestige Group,27,Unfurnished,14500000,Prestige Tranquil,Apartment,,Resale,Agent,domcache_srp_55958599
2,2,20210817,Prestige Estates Projects Ltd.,2,Unfurnished,12000000,Prestige High Fields,Apartment,,Resale,Agent,domcache_srp_56195701
2,3,20210818,Aparna Constructions and Estates Pvt. Ltd.,10,Unfurnished,13000000,Aparna Sarovar Zenith,Apartment,,New Property,Agent,domcache_srp_56428039
2,2,20210818,Aspire Spaces Private Limited,10,Unfurnished,4838790,AMEYA,Apartment,,New Property,Agent,domcache_srp_56482269
3,3,20210816,,,Unfurnished,10500000,,Villa,,New Property,Agent,domcache_srp_55910711
2,2,20210818,Nikhilsai Krishna Infra LLP,2,Semi-Furnished,6642000,NSKs Platina,Apartment,,New Property,Agent,domcache_srp_56373477
3,2,20210817,SMR Builders Pvt Ltd,,Unfurnished,8827500,SMR Vinay Boulder Woods,Apartment,,New Property,Builder,domcache_srp_50991692
2,2,20210812,,3,Furnished,4800000,,Apartment,,New Property,Owner,domcache_srp_56408749
2,2,20210813,Panchajanya Constructions Pvt. Ltd.,9,Semi-Furnished,6900000,Janapriya Nile Valley,Apartment,,Resale,Owner,domcache_srp_55772769
2,3,20210812,,5,Unfurnished,5500000,,Apartment,,New Property,Owner,domcache_srp_47999035
3,3,20210813,,1,Semi-Furnished,7600000,,Apartment,,Resale,Owner,domcache_srp_52477323
2,2,20210809,,3,Unfurnished,5600000,,Apartment,,Resale,Owner,domcache_srp_53216171
3,3,20210817,,3,Unfurnished,5200000,,Apartment,,Resale,Owner,domcache_srp_49418355
2,2,20210809,,,Furnished,9800000,,Residential House,,Resale,Owner,domcache_srp_56376943
2,2,20210817,Ramky Group,4,Unfurnished,8800000,One Kosmos,Apartment,,Resale,Owner,domcache_srp_54270135
2,2,20210814,,5,Unfurnished,5100000,,Apartment,,Resale,Owner,domcache_srp_55523225
2,2,20210817,,3,Unfurnished,7500000,,Apartment,,Resale,Owner,domcache_srp_55662705
2,2,20210817,,3,Unfurnished,2800000,,Apartment,,Resale,Owner,domcache_srp_55946637
3,3,20210815,,3,Semi-Furnished,7500000,,Apartment,,Resale,Owner,domcache_srp_52592527
1,1,20210818,,3,Unfurnished,3600000,,Apartment,,Resale,Owner,domcache_srp_53171459
2,2,20210813,,,Semi-Furnished,5000000,,Residential House,,Resale,Owner,domcache_srp_54715963
3,3,20210816,,5,Furnished,9000000,Alakapoor Township,Apartment,,Resale,Agent,domcache_srp_56031561
3,3,20210816,Aryamitra Properties,1,Unfurnished,10700000,Trillium,Apartment,,New Property,Agent,domcache_srp_54963533
3,3,20210817,,5,Unfurnished,8100000,,Apartment,,Resale,Agent,domcache_srp_56138875
2,3,20210818,,4,Unfurnished,7020000,,Apartment,,New Property,Agent,domcache_srp_53056547
4,4,20210806,,1,Furnished,6800000,,Residential House,,Resale,Owner,domcache_srp_50356236
2,3,20210806,,3,Semi-Furnished,9200000,,Apartment,,Resale,Owner,domcache_srp_50930040
2,2,20210811,,1,Unfurnished,6300000,Pragathi Square,Apartment,,Resale,Owner,domcache_srp_56340919
2,2,20210808,,1,Semi-Furnished,5500000,,Apartment,,Resale,Owner,domcache_srp_52441211
3,3,20210810,,2,Unfurnished,12000000,,Apartment,,Resale,Owner,domcache_srp_56366707
4,4,20210804,SMR Holdings,4,Furnished,14000000,SMR Vinay Acropolis,Apartment,,New Property,Owner,domcache_srp_56298781
2,2,20210805,,2,Furnished,5900000,,Apartment,,Resale,Owner,domcache_srp_56310461
2,2,20210807,,5,Unfurnished,4998750,,Apartment,,Resale,Owner,domcache_srp_54531747
3,3,20210808,Bonsai Housing,4,Unfurnished,11178000,Bonsai Arbour,Apartment,,Resale,Owner,domcache_srp_55626829
2,3,20210807,,2,Semi-Furnished,8800000,,Apartment,,Resale,Owner,domcache_srp_50849376
2,2,20210808,Manjeera Construction,5,Furnished,8000000,Manjeera Majestic Homes,Apartment,,Resale,Owner,domcache_srp_56365531
2,2,20210807,,2,Furnished,7500000,,Apartment,,Resale,Owner,domcache_srp_56322775
2,2,20210816,,5,Unfurnished,5990000,,Apartment,,Resale,Owner,domcache_srp_56353049
2,2,20210805,,3,Unfurnished,7000000,,Apartment,,Resale,Owner,domcache_srp_52898577
1,1,20210812,,2,Unfurnished,5000000,,Builder Floor Apartment,,Resale,Owner,domcache_srp_54753615
3,3,20210806,Aditya Construction Company (P) Ltd.,7,Furnished,13000000,Aditya Imperial Heights,Apartment,,Resale,Owner,domcache_srp_53274183
3,3,20210805,Lake Developers,5,Unfurnished,8000000,Lake Nestars,Apartment,,Resale,Owner,domcache_srp_56314123
2,2,20210806,,3,Unfurnished,4200000,,Apartment,,New Property,Owner,domcache_srp_35449117
3,3,20210811,Prajay Engineers Syndicate Ltd.,,Semi-Furnished,11500000,Prajay Virgin County,Villa,,Resale,Owner,domcache_srp_56298223
2,2,20210813,,,Unfurnished,5000000,,Residential House,,Resale,Owner,domcache_srp_56355717
2,3,20210803,,1,Semi-Furnished,4500000,,Apartment,,Resale,Owner,domcache_srp_55604725
2,2,20210802,Bhavya Constructions,4,Semi-Furnished,8200000,Bhavyas Tulasi Vanam,Apartment,,Resale,Owner,domcache_srp_56236069
3,3,20210803,Crown Constructions and Aryamitra Properties,Ground,Unfurnished,13065000,Whistling Woods,Apartment,,New Property,Owner,domcache_srp_56260139
3,3,20210808,,2,Semi-Furnished,9000000,Susheela Ratna Towers,Apartment,,Resale,Owner,domcache_srp_56245149
2,3,20210802,,2,Semi-Furnished,5500000,,Apartment,,Resale,Owner,domcache_srp_56244361
2,2,20210801,,2,Unfurnished,3200000,,Apartment,,Resale,Owner,domcache_srp_56225613
2,2,20210802,,,Unfurnished,6000000,,Residential House,,Resale,Owner,domcache_srp_55504741
3,3,20210731,,1,Furnished,14000000,,Apartment,,Resale,Owner,domcache_srp_55425007
3,4,20210802,,,Unfurnished,5600000,,Villa,,Resale,Owner,domcache_srp_56212927
2,2,20210803,,2,Furnished,5000000,Sri Sampath Sai Residency,Apartment,,Resale,Owner,domcache_srp_56250419
3,2,20210803,,Upper Basement,Unfurnished,8500000,,Residential House,,Resale,Owner,domcache_srp_56242633
2,2,20210802,,Ground,Unfurnished,4500000,,Apartment,,Resale,Owner,domcache_srp_54660753
2,2,20210730,,Ground,Unfurnished,6200000,,Apartment,,New Property,Owner,domcache_srp_40798345
4,4,20210803,CSK Realtors,2,Semi-Furnished,8000000,CSK Green Villas,Apartment,,Resale,Owner,domcache_srp_52710829
4,4,20210801,,,Unfurnished,13000000,NRI Anandnagar Colony,Residential House,,Resale,Owner,domcache_srp_55415171
3,3,20210802,Emami Realty Ltd.,Ground,Furnished,12500000,Emami Swanlake,Apartment,,Resale,Owner,domcache_srp_56253241
6,2,20210730,Salarpuria Sattva Group,6,Furnished,13000000,Salarpuria Sattva Necklace Pride,Apartment,,Resale,Owner,domcache_srp_55450219
3,3,20210816,,1,Semi-Furnished,7500000,Modi Palm Springs Phase I,Apartment,,Resale,Owner,domcache_srp_56195611
2,2,20210623,,4,Unfurnished,4900000,,Apartment,,Resale,Owner,domcache_srp_51250186
2,2,20210730,,3,Furnished,6500000,Sushma Arcade,Apartment,,Resale,Owner,domcache_srp_56121643
2,2,20210705,,2,Semi-Furnished,7000000,,Apartment,,Resale,Owner,domcache_srp_55579923
3,3,20210725,,2,Furnished,5000000,GLR Windward Residency,Apartment,,New Property,Owner,domcache_srp_56118715
3,3,20210610,ASR Projects,3,Unfurnished,9300000,Jaya ASR Abodes,Apartment,,Resale,Owner,domcache_srp_50697630
2,2,20210810,,5,Unfurnished,7100000,Shri Krsna Ambhas,Apartment,,Resale,Owner,domcache_srp_56036085
3,3,20210530,,Ground,Unfurnished,6200000,,Apartment,,Resale,Owner,domcache_srp_55232945
3,4,20210508,,,Semi-Furnished,8700000,,Residential House,,Resale,Owner,domcache_srp_52476169
2,2,20210626,,1,Unfurnished,8800000,,Apartment,,Resale,Owner,domcache_srp_52325301
2,2,20210511,,5,Unfurnished,5800000,,Apartment,,Resale,Owner,domcache_srp_55079167
3,4,20210620,,1,Unfurnished,9000000,,Apartment,,New Property,Owner,domcache_srp_46229127
2,3,20210512,,6,Unfurnished,8900000,,Apartment,,Resale,Owner,domcache_srp_55082353
3,3,20210722,,Ground,Unfurnished,8800000,,Residential House,,New Property,Owner,domcache_srp_46091973
3,3,20210519,,1,Unfurnished,9000000,,Apartment,,Resale,Owner,domcache_srp_51762567
3,3,20210720,,3,Unfurnished,12500000,,Apartment,,Resale,Owner,domcache_srp_55959153
2,2,20210619,SMR Holdings,6,Unfurnished,8000000,SMR Vinay Harmony County Phase 1 ,Apartment,,Resale,Owner,domcache_srp_55274351
2,2,20210719,,1,Unfurnished,6000000,,Apartment,,Resale,Owner,domcache_srp_55121385
2,5,20210601,,1,Unfurnished,13500000,,Residential House,,New Property,Owner,domcache_srp_45226687
2,3,20210514,,4,Furnished,7200000,,Apartment,,New Property,Owner,domcache_srp_55099047
2,3,20210518,,4,Furnished,8700000,,Apartment,,Resale,Owner,domcache_srp_55129115
1,1,20210620,,Ground,Semi-Furnished,4200000,,Residential House,,Resale,Owner,domcache_srp_51827455
3,3,20210726,,3,Semi-Furnished,7000000,,Apartment,,Resale,Owner,domcache_srp_49626268
3,4,20210624,,10,Semi-Furnished,12500000,,Apartment,,Resale,Owner,domcache_srp_52286761
2,2,20210801,,,Unfurnished,8000000,,Villa,,Resale,Owner,domcache_srp_45826423
3,3,20210507,SMR Holdings,6,Furnished,12500000,Vinay Hi Lands,Apartment,,Resale,Owner,domcache_srp_55052139
2,2,20210707,,3,Semi-Furnished,5800000,,Apartment,,Resale,Owner,domcache_srp_52464315
2,2,20210621,,2,Unfurnished,5500000,,Apartment,,Resale,Owner,domcache_srp_50540678
2,2,20210806,,6,Unfurnished,7900000,,Apartment,,Resale,Owner,domcache_srp_56146487
3,3,20210629,,5,Semi-Furnished,7200000,,Apartment,,Resale,Owner,domcache_srp_39372703
2,2,20210724,,1,Semi-Furnished,7400000,,Apartment,,Resale,Owner,domcache_srp_53034301
2,2,20210501,,4,Furnished,4900000,,Apartment,,Resale,Owner,domcache_srp_54997565
2,2,20210623,,3,Unfurnished,4200000,,Apartment,,Resale,Owner,domcache_srp_55463533
3,3,20210703,,5,Unfurnished,11000000,,Apartment,,Resale,Owner,domcache_srp_51338828
2,3,20210505,Environ Builders And Developers,2,Furnished,7500000,EnvironTowers,Apartment,,Resale,Owner,domcache_srp_52877261
3,3,20210712,,5,Semi-Furnished,8528000,,Apartment,,Resale,Owner,domcache_srp_45744415
2,2,20210716,Sai Shakti Infrastructures,2,Semi-Furnished,6700000,Sai Residency,Apartment,,Resale,Owner,domcache_srp_55963815
3,2,20210428,,5,Unfurnished,10594234,,Apartment,,Resale,Owner,domcache_srp_53852387
2,2,20210528,Vedamsa Infrastructure (P) Ltd,3,Semi-Furnished,4400000,Skanda Srinivasam,Apartment,,Resale,Owner,domcache_srp_52047143
2,2,20210610,Manjeera Construction,4,Semi-Furnished,8000000,Manjeera Diamond Towers,Apartment,,Resale,Owner,domcache_srp_55375109
