Bathrooms,Bedrooms2,Date Created,Builder2,Floor,Furnished Status,Price2,Project Name,Property Type,Verified,Brand New,User Type,Prop ID2
2,2,20210816,,5,Unfurnished,3741000,,Apartment,,New Property,Agent,domcache_srp_55704145
2,2,20210817,Adasada Developers Private Limited,,Unfurnished,4179000,Bamboo Grove,Villa,,New Property,Agent,domcache_srp_56403821
2,2,20210817,Indis,6,Semi-Furnished,10500000,PBEL City,Apartment,,Resale,Agent,domcache_srp_56517295
2,2,20210720,Sri Gajanana Constructions,,Unfurnished,4100000,Gajanana Homes,Apartment,,New Property,Builder,domcache_srp_38436435
4,4,20210811,Krushi Infra Projects India Private Limited,,Unfurnished,14364000,Krushi Madhava Nest,Villa,,New Property,Builder,domcache_srp_54717713
3,3,20210818,,5,Semi-Furnished,13800000,Bajaj Maruti Residency,Apartment,,Resale,Agent,domcache_srp_56437319
3,3,20210817,,4,Semi-Furnished,9500000,KBR AK Residency,Apartment,,Resale,Owner,domcache_srp_55941819
2,2,20210816,PRAJAPATI CONSTRUCTIONS Ltd.,3,Semi-Furnished,7000000,Prajapati Elite,Apartment,,Resale,Owner,domcache_srp_56382997
1,1,20210817,,5,Unfurnished,3500000,,Penthouse,,Resale,Owner,domcache_srp_56416321
3,,20210818,,18,Unfurnished,4500000,,Studio Apartment,,Resale,Owner,domcache_srp_56527585
2,3,20210812,,Ground,Furnished,12500000,,Apartment,,Resale,Owner,domcache_srp_56433061
3,3,20210814,,2,Semi-Furnished,9500000,,Apartment,,New Property,Owner,domcache_srp_56343023
2,2,20210816,,2,Unfurnished,3700000,Satya Prasad Enclave,Apartment,,Resale,Owner,domcache_srp_56217209
1,,20210812,,5,Furnished,1850000,,Studio Apartment,,Resale,Owner,domcache_srp_55337225
2,2,20210818,Aparna Constructions and Estates Pvt. Ltd.,6,Furnished,9800000,Aparna CyberZon,Apartment,,Resale,Owner,domcache_srp_56380769
3,3,20210818,,1,Unfurnished,5800000,,Apartment,,New Property,Owner,domcache_srp_56519961
3,3,20210818,,1,Semi-Furnished,8650000,,Apartment,,Resale,Owner,domcache_srp_56521279
4,3,20210816,,4,Unfurnished,10900000,,Apartment,,Resale,Owner,domcache_srp_56504211
2,3,20210818,,3,Furnished,9500000,,Apartment,,Resale,Owner,domcache_srp_56435937
2,2,20210815,,4,Semi-Furnished,6900000,,Apartment,,Resale,Owner,domcache_srp_56489409
2,2,20210818,,15,Unfurnished,11000000,,Apartment,,Resale,Owner,domcache_srp_56122603
5,4,20210813,,,Semi-Furnished,14000000,,Residential House,,Resale,Owner,domcache_srp_56077295
3,3,20210818,,2,Unfurnished,13000000,Annapurna Arcade,Apartment,,Resale,Owner,domcache_srp_51822305
2,2,20210818,,Ground,Semi-Furnished,7630000,Vijaya Leela Apartment,Apartment,,Resale,Owner,domcache_srp_56399257
2,2,20210818,Modi Builders,3,Furnished,4600000,Modi Paramount Avenue,Apartment,,Resale,Owner,domcache_srp_56013969
2,2,20210818,,4,Furnished,5800000,,Apartment,,Resale,Owner,domcache_srp_52264945
3,3,20210817,Aalaya Constructions,3,Semi-Furnished,7900925,Aalaya Aspire,Apartment,,New Property,Agent,domcache_srp_54329659
2,2,20210817,,6,Unfurnished,3969000,,Apartment,,New Property,Agent,domcache_srp_56408149
3,3,20210818,,1,Unfurnished,8000000,,Apartment,,Resale,Owner,domcache_srp_54963631
3,3,20210810,Empire Meadows Pvt. Ltd.,2,Unfurnished,14000000,Empire Meadows,Apartment,,Resale,Owner,domcache_srp_56227075
3,3,20210816,,1,Unfurnished,6000000,,Apartment,,Resale,Owner,domcache_srp_51162370
5,4,20210815,,1,Unfurnished,9500000,,Residential House,,New Property,Owner,domcache_srp_55938575
4,5,20210818,,1,Unfurnished,11000000,,Residential House,,Resale,Owner,domcache_srp_56392495
2,2,20210818,Provident Housing Ltd.,2,Unfurnished,7500000,Provident Kenworth,Apartment,,Resale,Owner,domcache_srp_56070133
2,2,20210818,MJR Builders Pvt. Ltd.,1,Furnished,7500000,Sri Shakti Apartment,Apartment,,Resale,Owner,domcache_srp_56204579
2,2,20210818,Sri Sai Gayathri Constructions,2,Semi-Furnished,14900000,Sri Sai Gayatri Towers,Apartment,,Resale,Owner,domcache_srp_56155929
2,2,20210818,,1,Unfurnished,8000000,,Apartment,,Resale,Owner,domcache_srp_56013913
3,3,20210816,,Ground,Unfurnished,12000000,,Residential House,,Resale,Owner,domcache_srp_52703177
2,2,20210811,,3,Furnished,8078400,,Apartment,,Resale,Owner,domcache_srp_55876657
2,3,20210811,Saket Developers,6,Unfurnished,7500000,Saket Pranaam,Apartment,,Resale,Owner,domcache_srp_53287215
3,3,20210814,Makuta Developers & Infrastructure Pvt. Ltd.,5,Unfurnished,13500000,My Space,Apartment,,Resale,Owner,domcache_srp_56329739
2,3,20210816,,9,Furnished,4923500,,Apartment,,New Property,Agent,domcache_srp_56235213
2,3,20210809,,8,Unfurnished,9900000,,Apartment,,Resale,Owner,domcache_srp_55738603
3,3,20210810,,3,Unfurnished,7533500,,Apartment,,Resale,Owner,domcache_srp_55662917
2,2,20210803,,1,Furnished,8900000,,Apartment,,New Property,Owner,domcache_srp_55162113
1,1,20210807,,Ground,Unfurnished,2500000,,Apartment,,Resale,Owner,domcache_srp_50644744
2,2,20210806,,2,Semi-Furnished,6000000,,Apartment,,Resale,Owner,domcache_srp_56317113
3,4,20210804,,1,Furnished,13000000,,Apartment,,Resale,Owner,domcache_srp_53052311
2,2,20210805,,4,Unfurnished,3600000,,Apartment,,Resale,Owner,domcache_srp_56317869
4,4,20210810,,,Unfurnished,13000000,,Villa,,Resale,Owner,domcache_srp_56213321
2,2,20210818,,2,Semi-Furnished,4500000,,Builder Floor Apartment,,Resale,Owner,domcache_srp_55309543
4,4,20210802,,2,Semi-Furnished,9300000,,Residential House,,Resale,Owner,domcache_srp_56200761
2,2,20210807,,6,Unfurnished,3614000,,Apartment,,Resale,Owner,domcache_srp_56118319
2,2,20210806,,2,Unfurnished,2800000,,Builder Floor Apartment,,Resale,Owner,domcache_srp_56254601
2,2,20210816,ABC Developers,Ground,Furnished,4000000,ABC Heights,Apartment,,Resale,Owner,domcache_srp_56235631
2,2,20210618,,1,Semi-Furnished,6000000,,Builder Floor Apartment,,Resale,Owner,domcache_srp_53811481
2,2,20210805,,Ground,Unfurnished,4600000,,Apartment,,Resale,Owner,domcache_srp_56193745
2,3,20210810,,4,Semi-Furnished,7500000,,Apartment,,Resale,Owner,domcache_srp_54820603
2,2,20210809,,Ground,Unfurnished,6420000,,Residential House,,Resale,Owner,domcache_srp_55423723
2,2,20210812,,4,Unfurnished,5500000,,Apartment,,Resale,Owner,domcache_srp_56162863
3,3,20210815,,3,Semi-Furnished,14000000,Siena Grand,Apartment,,Resale,Owner,domcache_srp_56483247
2,2,20210812,,2,Furnished,6500000,,Apartment,,Resale,Owner,domcache_srp_53781451
2,2,20210810,Fortune Green Homes,4,Unfurnished,7300000,Mayura,Apartment,,Resale,Owner,domcache_srp_55644063
3,3,20210809,,2,Unfurnished,11400000,,Apartment,,Resale,Owner,domcache_srp_55280583
2,2,20210810,Lodha Group,5,Furnished,12000000,Lodha Casa Paradiso,Apartment,,Resale,Owner,domcache_srp_56399481
3,3,20210805,,1,Unfurnished,13950000,,Apartment,,New Property,Owner,domcache_srp_55345307
2,3,20210730,,5,Furnished,13500000,,Apartment,,Resale,Owner,domcache_srp_48066149
4,3,20210619,NCC Construction,3,Unfurnished,9800000,NCC Cews,Apartment,,Resale,Owner,domcache_srp_49643566
2,2,20210811,,2,Unfurnished,3200000,,Apartment,,Resale,Owner,domcache_srp_55345139
2,2,20210810,,1,Semi-Furnished,5500000,,Apartment,,New Property,Owner,domcache_srp_54172529
2,2,20210817,,3,Unfurnished,6900000,,Apartment,,Resale,Owner,domcache_srp_56497209
5,5,20210809,,2,Furnished,12500000,,Residential House,,Resale,Owner,domcache_srp_55146103
2,3,20210813,,4,Unfurnished,11000000,,Builder Floor Apartment,,Resale,Owner,domcache_srp_56445059
2,3,20210813,,3,Semi-Furnished,6043000,,Apartment,,Resale,Owner,domcache_srp_56318105
2,2,20210813,,3,Unfurnished,3000000,,Apartment,,Resale,Owner,domcache_srp_56457575
2,,20210625,,Ground,Unfurnished,9500000,,Apartment,,Resale,Owner,domcache_srp_52778493
1,1,20210817,,1,Semi-Furnished,2700000,Srinivasa Apartment,Apartment,,Resale,Owner,domcache_srp_49839122
3,3,20210817,,,Unfurnished,14000000,,Villa,,Resale,Owner,domcache_srp_56490837
5,6,20210818,,2,Furnished,11500000,,Residential House,,New Property,Owner,domcache_srp_56517913
2,3,20210818,,Ground,Semi-Furnished,6000000,Swathi Residency,Builder Floor Apartment,,Resale,Owner,domcache_srp_56343383
3,4,20210707,,1,Furnished,9500000,,Apartment,,Resale,Owner,domcache_srp_48890785
2,2,20210818,,4,Semi-Furnished,3650000,,Apartment,,Resale,Owner,domcache_srp_56384049
2,2,20210720,,4,Unfurnished,6800000,,Apartment,,Resale,Owner,domcache_srp_55641099
4,4,20210802,,,Semi-Furnished,13000000,,Residential House,,Resale,Owner,domcache_srp_55488847
4,3,20210815,,,Unfurnished,13700000,,Villa,,Resale,Owner,domcache_srp_56489847
3,3,20210817,,3,Semi-Furnished,8000000,,Apartment,,Resale,Owner,domcache_srp_55607919
3,3,20210730,,2,Furnished,7500000,,Apartment,,Resale,Owner,domcache_srp_55842993
2,2,20210810,,3,Semi-Furnished,7000000,,Apartment,,Resale,Owner,domcache_srp_56315609
2,3,20210810,Thirumala Construction,3,Unfurnished,5675000,Thirumala Ashok Arcade,Apartment,,New Property,Owner,domcache_srp_50602574
3,2,20210709,,1,Furnished,5000000,,Builder Floor Apartment,,Resale,Owner,domcache_srp_55823237
2,2,20210726,,4,Furnished,6500000,,Apartment,,Resale,Owner,domcache_srp_56013773
3,3,20210731,,3,Unfurnished,6700000,,Builder Floor Apartment,,Resale,Owner,domcache_srp_53043311
2,2,20210728,Sri Sai Gayathri Constructions,2,Unfurnished,14900000,Sri Sai Gayatri Towers,Apartment,,Resale,Owner,domcache_srp_56122841
2,2,20210722,,Ground,Furnished,7000000,,Apartment,,New Property,Owner,domcache_srp_56055751
3,3,20210706,,3,Furnished,12000000,,Apartment,,New Property,Owner,domcache_srp_49912088
2,2,20210813,,3,Unfurnished,4500000,,Apartment,,Resale,Owner,domcache_srp_55634643
2,2,20210818,,2,Unfurnished,5500000,,Apartment,,Resale,Owner,domcache_srp_53691635
3,4,20210812,,10,Semi-Furnished,13500000,Olbee Regent Park,Apartment,,Resale,Owner,domcache_srp_56406455
2,2,20210813,,4,Unfurnished,4500000,,Apartment,,Resale,Owner,domcache_srp_55683865
3,3,20210818,,1,Unfurnished,7000000,,Apartment,,Resale,Owner,domcache_srp_54994187
2,2,20210818,,3,Unfurnished,5300000,,Builder Floor Apartment,,Resale,Owner,domcache_srp_56465985
2,2,20210809,Surya Constructions,1,Semi-Furnished,7200000,Kakatiya Apartments,Apartment,,Resale,Owner,domcache_srp_56257367
2,3,20210815,,2,Semi-Furnished,8000000,,Builder Floor Apartment,,Resale,Owner,domcache_srp_53163331
3,3,20210814,,2,Unfurnished,12000000,,Apartment,,Resale,Owner,domcache_srp_55651541
3,3,20210814,,2,Unfurnished,8170000,,Apartment,,Resale,Owner,domcache_srp_53387593
2,2,20210727,Provident Housing Ltd.,8,Unfurnished,6500000,Provident Kenworth,Apartment,,Resale,Owner,domcache_srp_55978545
2,2,20210808,Sai Sandeep Infra Projects,4,Unfurnished,6750000,Sai Sandeep LR East Oak,Apartment,,Resale,Owner,domcache_srp_56324145
3,3,20210806,Aparna Constructions and Estates Pvt. Ltd.,1,Semi-Furnished,11600000,Aparna CyberZon,Apartment,,Resale,Owner,domcache_srp_56283789
2,2,20210805,,1,Semi-Furnished,4800000,,Apartment,,Resale,Owner,domcache_srp_55019555
2,2,20210816,,10,Unfurnished,3900999,,Apartment,,Resale,Owner,domcache_srp_53895489
3,3,20210817,Concrete Constructions,1,Furnished,13000000,Concrete Palazzo,Apartment,,Resale,Owner,domcache_srp_56165779
2,3,20210815,Lodha Group,5,Semi-Furnished,11000000,Lodha Casa Paradiso,Apartment,,Resale,Owner,domcache_srp_56422855
2,4,20210818,,1,Semi-Furnished,7000000,,Residential House,,Resale,Owner,domcache_srp_56013819
2,2,20210816,,3,Semi-Furnished,6800000,,Apartment,,Resale,Owner,domcache_srp_56492725
2,2,20210810,,2,Semi-Furnished,5850000,,Apartment,,Resale,Owner,domcache_srp_51389874
2,2,20210815,,5,Unfurnished,5600000,,Apartment,,Resale,Owner,domcache_srp_55792185
3,3,20210818,,4,Semi-Furnished,8800000,Vikas Residency,Apartment,,Resale,Owner,domcache_srp_55582411
1,1,20210722,,Lower Basement,Unfurnished,2000000,,Apartment,,Resale,Owner,domcache_srp_56070155
3,2,20210818,,Ground,Unfurnished,7500000,,Residential House,,Resale,Owner,domcache_srp_55669473
2,3,20210730,,2,Unfurnished,3700000,,Apartment,,Resale,Owner,domcache_srp_55965839
2,2,20210811,,Ground,Semi-Furnished,7000000,,Residential House,,Resale,Owner,domcache_srp_56396357
3,3,20210725,,6,Unfurnished,11000000,,Apartment,,Resale,Owner,domcache_srp_54530715
2,2,20210810,,Ground,Furnished,6600000,,Apartment,,Resale,Owner,domcache_srp_56385977
2,2,20210814,,4,Semi-Furnished,4000000,,Apartment,,Resale,Owner,domcache_srp_55285773
2,2,20210812,,4,Unfurnished,6000000,,Apartment,,Resale,Owner,domcache_srp_56429243
2,2,20210628,,2,Unfurnished,4600000,,Apartment,,Resale,Owner,domcache_srp_55637551
3,3,20210818,,17,Semi-Furnished,13000000,,Apartment,,Resale,Owner,domcache_srp_56530371
2,2,20210805,SMR Holdings,1,Furnished,8500000,Vinay Hi Lands,Apartment,,Resale,Owner,domcache_srp_53505235
2,3,20210805,,5,Unfurnished,5160000,,Apartment,,Resale,Owner,domcache_srp_56290441
5,5,20210808,,Ground,Unfurnished,11000000,,Residential House,,Resale,Owner,domcache_srp_53411309
3,3,20210804,Modi Builders,,Unfurnished,10764100,Golden County,Villa,,Resale,Owner,domcache_srp_51996955
3,3,20210805,,3,Unfurnished,7000000,,Apartment,,Resale,Owner,domcache_srp_55949239
3,4,20210814,,Ground,Semi-Furnished,7600000,,Builder Floor Apartment,,Resale,Owner,domcache_srp_56328211
3,3,20210815,,2,Semi-Furnished,12000000,,Apartment,,Resale,Owner,domcache_srp_56286555
2,2,20210816,,2,Semi-Furnished,4500000,,Apartment,,Resale,Owner,domcache_srp_56104791
2,2,20210812,,3,Furnished,5500000,Sneha Bhel Lake View Apartments,Apartment,,Resale,Owner,domcache_srp_56394983
2,2,20210810,,3,Unfurnished,5200000,,Apartment,,Resale,Owner,domcache_srp_56036177
2,2,20210818,My Home Constructions Pvt. Ltd.,2,Semi-Furnished,9800000,My Homes Jewel,Apartment,,Resale,Owner,domcache_srp_54633243
2,2,20210811,,3,Unfurnished,3830000,,Apartment,,Resale,Owner,domcache_srp_56048443
2,2,20210811,,17,Unfurnished,4998750,,Apartment,,Resale,Owner,domcache_srp_56287825
2,2,20210810,Panchajanya Constructions Pvt. Ltd.,4,Unfurnished,5050000,Janapriya Nile Valley,Apartment,,Resale,Owner,domcache_srp_56355785
3,3,20210814,,2,Unfurnished,7384000,,Apartment,,Resale,Owner,domcache_srp_56459099
2,2,20210816,,3,Unfurnished,4400000,,Apartment,,Resale,Owner,domcache_srp_53012407
3,3,20210817,,1,Unfurnished,5850000,,Apartment,,Resale,Owner,domcache_srp_55990133
